@relation acc_3_0.8_model_11_UpFall_44F

@attribute ARA numeric
@attribute MeanX numeric
@attribute MeanY numeric
@attribute MeanZ numeric
@attribute MeanXYZ numeric
@attribute VarX numeric
@attribute VarY numeric
@attribute VarZ numeric
@attribute DiffX numeric
@attribute DiffY numeric
@attribute DiffZ numeric
@attribute sdX numeric
@attribute sdY numeric
@attribute sdZ numeric
@attribute CovarianceXY numeric
@attribute CovarianceYZ numeric
@attribute CovarianceZX numeric
@attribute ZeroCrossingX numeric
@attribute ZeroCrossingY numeric
@attribute ZeroCrossingZ numeric
@attribute xPAR numeric
@attribute yPAR numeric
@attribute zPAR numeric
@attribute xSMA numeric
@attribute ySMA numeric
@attribute zSMA numeric
@attribute SMA numeric
@attribute SMVD numeric
@attribute meanPhi numeric
@attribute meanTheta numeric
@attribute varPhi numeric
@attribute varTheta numeric
@attribute igPhi numeric
@attribute igTheta numeric
@attribute Energy numeric
@attribute XFFTEnergy numeric
@attribute yFFTEnergy numeric
@attribute zFFTEnergy numeric
@attribute xFFTEntropy numeric
@attribute yFFTEntropy numeric
@attribute zFFTEntropy numeric
@attribute Activity numeric
@attribute Complexity numeric
@attribute Mobility numeric
@attribute Status {A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11}

@data
42.492533,10.665433,0.533485,-41.121568,-29.92265,7.023384,0.036678,108.530013,11.801193,1.596097,45.114306,2.650167,0.191515,10.417774,0.424913,-1.611205,-27.533555,0,0.5,0,1.117788,1.252326,0.003988,-93139.131218,-5169.01956,-352922.485118,-451230.639845,0.448848,77.528299,3.897048,24355.69402,61.050949,0.376762,8.056892,1.162251,33.069552,1.583993,493.575501,-2.88608,0.050546,-8.23876,0.708954,1.008064,1.008,A01
41.878726,10.556711,0.548672,-40.515242,-29.409858,8.243118,0.046341,117.909017,11.819851,1.605958,45.054234,2.871083,0.215269,10.858592,0.566324,-2.129176,-31.144798,0,0.5,0,1.131304,1.235634,0.004048,-106596.362981,-6033.656623,-403414.197645,-516044.221436,0.50802,76.687635,3.898927,23647.188893,61.076335,0.361287,7.016713,1.181762,42.000676,0.942953,601.018217,-1.005988,0.041387,-2.926254,0.720442,1.009259,1.009174,A01
41.782759,9.51532,-5.859418,-37.226853,-33.570952,11.004995,92.699241,245.936871,11.417741,34.375451,45.358505,3.317378,9.628045,15.682375,21.744208,-117.016936,-51.220879,0,0,0,1.210127,0.091909,0.001316,-89939.313411,-14191.833919,-354221.832623,-458352.987623,1.050085,-23.503708,3.65976,2470.712065,54.706793,-9.048431,10.087368,1.023814,32.829325,1.595806,503.058587,-3.119275,-0.07541,-22.262404,0.633372,1.008064,1.008,A01
42.14613,10.448777,-1.435961,-40.768437,-31.75562,5.890892,0.83478,119.011575,11.768986,4.190189,45.349828,2.427116,0.913663,10.909243,-1.850339,8.92682,-26.221773,1,1,0,1.107305,-1.607987,0.001202,-90369.608509,-14636.889706,-354089.619195,-459096.121366,0.497818,-27.861001,3.81604,6350.763148,58.937328,-0.517087,6.974119,1.042157,29.695566,0.210268,521.177495,-3.620967,-0.00021,-27.160195,0.642136,1.008064,1.008,A01
42.034164,10.257125,-1.680358,-40.720629,-32.143862,7.585777,0.17549,116.685574,11.635506,2.23254,45.321098,2.754229,0.418915,10.80211,-1.114363,4.345964,-29.720586,0,0,0,1.14384,0.022555,0.001203,-102826.646277,-19727.918242,-396823.043852,-519377.612844,0.513543,-24.808106,4.028674,2468.977042,65.139395,-1.127849,6.923657,1.047013,42.000737,2.661354,622.636147,-1.310449,0.007247,-10.378869,0.644759,1.009088,1.009005,A01
41.975932,8.745696,-5.129526,-37.964539,-34.348369,7.962008,77.264562,246.564859,10.757953,35.161035,45.771036,2.821703,8.790026,15.702384,12.983709,-105.81591,-41.171689,0,1,0.5,1.242549,-0.278145,-0.000132,-81000.820333,-15601.060258,-356631.601714,-453233.489987,1.126984,90.384892,4.043133,1413311.086132,67.50805,-8.292389,46.905263,1.18336,27.323109,4.866581,542.744103,-2.515578,-0.06782,220.347869,0.706876,1.008064,1.007999,A01
43.110116,9.174257,-1.475927,-42.059195,-34.360865,7.021236,1.222089,86.561162,10.269721,4.383647,45.683561,2.649762,1.105481,9.303825,-2.659282,7.858521,-23.687246,0,1,0.5,1.131287,-1.605485,-0.000119,-81076.585439,-15685.708648,-356344.854414,-453107.15288,0.486157,-20.406491,5.07462,4116.472823,107.112209,-0.705684,6.778988,1.202864,24.175703,0.155026,483.801538,-2.718737,0.001642,283.084098,0.715841,1.008064,1.007999,A01
41.638045,9.199303,-1.783311,-40.560838,-33.144846,6.521992,0.225176,127.299665,10.269701,1.981154,45.664299,2.553819,0.474527,11.282715,-1.189039,5.249974,-28.81221,0,0,0.5,1.128205,0.018449,-0.000123,-98825.448899,-19081.422232,-434405.798515,-552312.674484,0.543945,-23.466852,4.4337,2209.475765,78.77039,-1.096092,5.832994,1.221224,33.125501,2.443665,638.492259,-0.859343,0.011527,82.614818,0.72545,1.0099,1.009804,A01
42.874692,-10.595093,-18.681776,-32.340884,-61.617753,71.920013,103.976976,280.839777,35.183927,28.785773,46.67808,8.480567,10.19691,16.758275,-67.057122,169.604179,-106.848032,0,0.5,0.5,0.094044,-0.228458,-0.168141,-55581.877855,-191543.358717,-318321.776747,-565447.014216,1.20059,0.216575,-4.448316,51.122748,85.432852,-12.693484,-95.668441,0.369059,5.470323,155.469156,430.645473,-0.257019,4.571061,6.490505,0.267644,1.008064,1.008,A01
43.326581,-6.221736,-22.047611,-36.747586,-65.016934,4.452989,33.903387,96.200475,7.795607,24.75846,40.926895,2.110211,5.822661,9.808184,11.901312,57.03413,20.217415,1,0.5,0.5,-0.097693,-0.005261,-0.003783,-55834.255606,-192509.072259,-317475.884314,-565819.213085,0.574101,-1.929028,-3.889432,15.450705,316.837124,-16.358725,-4.653549,0.371979,6.535625,158.289172,413.978246,-0.165943,6.194357,8.585246,0.269628,1.008064,1.008,A01
43.680678,-6.515089,-22.246693,-37.012273,-65.774055,2.479913,31.344938,85.632027,7.016554,24.816917,40.900759,1.574774,5.598655,9.253757,8.797924,51.790555,14.551394,0,0.5,0.5,0.023177,-0.005214,-0.003756,-55305.535545,-192959.508572,-317819.60361,-566084.650091,0.55978,-1.857863,-5.686953,14.175344,129.566752,-16.615265,-5.556625,0.374923,6.163197,150.753764,406.811513,-0.1957,6.337685,8.775481,0.271621,1.008064,1.008,A01
42.427914,-10.257471,-14.972384,-33.28749,-58.517345,88.228817,78.065547,316.121329,35.685284,24.37437,49.346169,9.39302,8.835471,17.779801,-67.516455,155.166341,-128.794114,0,0.5,0.5,0.099732,-0.272501,-0.192852,-43891.255515,-158357.998702,-335059.602547,-537308.857631,1.190283,0.320046,-5.405808,162.439549,127.233045,-10.056874,-5.478604,0.51523,2.344515,107.95273,469.774361,-0.234036,3.865865,9.001808,0.371357,1.00806,1.007983,A01
43.094236,-4.965222,-18.308172,-38.676464,-61.949858,2.584994,23.245627,105.608004,6.035766,20.485387,43.025926,1.607792,4.821372,10.276575,7.539734,49.462195,16.2077,1,0.5,0.5,-0.053244,-0.006063,-0.002689,-43395.080166,-159153.487478,-334820.790148,-537369.358827,0.540442,-2.331956,-3.197741,22.32509,3477.631673,-13.438358,-3.630517,0.520112,3.046768,106.307562,444.691317,-0.123824,5.36801,12.126882,0.374306,1.008047,1.007993,A01
43.401222,-5.144675,-18.411784,-38.954821,-62.51128,1.5847,21.420939,95.27022,5.640607,20.500703,42.989745,1.258849,4.628276,9.760647,5.793584,45.169205,12.231048,0,0.5,0.5,0.019243,-0.006029,-0.00267,-43192.905726,-158785.016398,-334986.541517,-536964.465625,0.533801,-2.265258,-7.59913,20.912551,231.407763,-13.616267,-4.148622,0.525036,2.92162,102.436065,450.278849,-0.142237,5.471589,12.345605,0.377263,1.008057,1.008,A01
42.888852,-9.541724,-15.299355,-35.283093,-60.124173,51.83346,62.92522,281.419264,32.197692,23.83382,50.371586,7.199546,7.932542,16.775556,-43.674477,131.364127,-87.514057,0,0.5,0.5,0.105096,-0.25976,-0.192878,-52808.834528,-151981.648168,-337229.342215,-542019.825843,1.196023,-2.680878,-5.080905,488.053499,110.219541,-10.188413,219.126377,0.609293,4.426487,97.079419,459.793964,-0.226122,3.568873,8.127927,0.421365,1.008064,1.007997,A01
43.674319,-6.063106,-17.937078,-39.324263,-63.324447,3.423044,15.285524,94.47622,7.239364,19.723429,43.325172,1.850147,3.909671,9.719888,6.77403,37.586804,17.534035,1,0.5,0.5,-0.036611,-0.00669,-0.003128,-52810.048096,-152726.025641,-336288.913654,-541824.989623,0.54897,-2.300869,-5.682057,21.522515,206.488808,-13.548025,-4.319253,0.614584,6.323798,90.850971,467.219019,-0.166744,5.042921,10.538151,0.424416,1.008062,1.007998,A01
43.357143,-6.246772,-17.607931,-39.115709,-62.970412,2.329957,20.228946,97.708324,6.800615,19.723342,43.321653,1.52642,4.49766,9.884752,6.828545,44.436223,15.03813,0,0.5,0.5,0.023372,-0.006815,-0.003145,-54088.117878,-154887.614556,-341698.831708,-550674.566106,0.549199,-2.37474,-6.259399,22.853082,156.980815,-12.763857,-4.970468,0.621302,15.105097,84.363203,414.130702,-0.128483,3.491791,7.565864,0.42817,1.008197,1.008127,A01
46.081693,-44.976392,-8.458795,1.94575,-51.489437,136.771176,13.877534,9.037151,49.554302,32.84963,24.952904,11.694921,3.725256,3.006185,13.78776,8.019985,-13.481899,0,0,0.5,0.022478,0.020216,1.952332,-206803.438114,-236289.136254,-142418.379876,-585510.95558,1.172922,-5.657109,0.596081,129.778776,1.518982,-5.655059,370.818577,0.126971,121.591222,281.526155,122.189821,-1.275927,-1.702383,0.980069,0.040186,0.8769,0.970488,A01
45.478126,-36.059252,-14.394746,-4.136726,-54.590723,372.122282,161.025884,144.522812,49.443653,40.003091,35.033083,19.290471,12.689597,12.021764,-173.711923,148.828044,-191.907734,0,0,0.5,0.028012,0.011879,-0.907421,-14068.794355,-291084.748226,-243915.442193,-549068.986163,1.626748,-4.672924,-1.943777,92.133938,51.10605,-10.455993,360.088929,0.13066,0.704989,329.501412,250.50481,-0.501328,-3.415986,5.239329,0.041906,0.97055,1.001074,A01
44.34099,-30.326889,-17.225066,-7.837245,-55.389199,433.676944,203.66065,198.24923,49.357031,40.003691,36.221854,20.824912,14.270972,14.080101,-218.136129,195.501406,-245.008027,0,0,0.5,0.033307,0.009887,-0.398923,-17528.240572,-317225.042772,-297034.787607,-631788.072489,1.883076,-4.159833,-3.63551,74.983411,106.906441,-11.075736,351.827464,-0.013199,4.412339,391.678928,342.533909,-0.305776,-0.656362,0.00118,-0.013545,1.007065,0.9761,A01
44.544267,-30.520996,-14.036662,-7.966633,-52.52429,479.120405,154.61588,291.490048,51.273278,33.805035,46.684492,21.888819,12.434463,17.07308,-210.301476,203.785951,-330.411829,1,0.5,0.5,-0.021478,-0.000784,-1.275465,-4321.419357,-243313.246931,-285113.358493,-532748.02483,1.601932,-1.297505,-13.259157,4532.951162,3844.618437,-10.167409,87.322575,0.170678,2.485801,237.380546,347.514962,-0.366651,47.630863,1.641409,0.088815,1.008062,1.007924,A01
43.895546,-20.766763,-19.391886,-16.527801,-56.68645,477.692676,158.611489,336.814584,50.863603,33.804739,40.283905,21.856182,12.594105,18.352509,-219.241706,222.496153,-359.826505,1,0.5,1.5,-0.031694,-0.000567,-0.207044,-6789.544865,-240188.779635,-287900.37179,-534878.696704,1.46591,-3.98743,-22.811686,138.945457,5344.675861,-14.215948,1047.223807,0.17104,3.13209,235.043332,355.285253,-0.374924,62.206202,1.977777,0.089127,1.007989,1.007801,A01
42.979656,-11.623557,-23.545324,-23.522103,-58.690984,299.005559,138.183145,292.522974,47.376818,33.787313,38.420398,17.291777,11.755133,17.103303,-155.851901,192.972772,-256.824072,1,0.5,0.5,-0.063829,-0.000467,-0.063172,-8072.283434,-252774.972967,-305207.081521,-566054.338703,1.461845,-2.602019,-45.356561,102.145143,33648.622608,-16.59777,76.573115,0.176053,3.815627,303.191555,451.337212,-0.086357,29.968962,0.870388,0.089681,1.008532,1.00844,A01
42.729028,-6.487387,-23.410728,-29.79935,-59.697466,126.901759,95.672777,245.244573,39.807734,28.748776,42.391454,11.265068,9.781246,15.660287,-84.266018,150.9595,-149.079655,1,0,0.5,-0.005345,0.004571,-0.124992,-9633.537048,-221945.736624,-302064.485921,-533643.760428,1.262636,-2.68569,106.671855,36.338617,2021244.209113,-17.204021,-102.172183,0.279205,5.123322,198.584628,386.058926,-0.101099,-6.437625,8.401791,0.189033,1.008065,1.007998,A01
43.215361,-0.705993,-25.702983,-34.688689,-61.097666,1.520696,45.138225,88.190211,5.169214,28.457925,38.767645,1.233165,6.718499,9.390964,5.433536,63.027777,7.93232,1,0,0.5,-5.40076,0.004163,-0.002912,-10544.317802,-222913.766476,-301140.455082,-534598.541837,0.590265,-1.553476,-32.322673,10.59047,13760.161538,-20.020027,-0.000361,0.280712,0.464575,191.435305,355.875118,0.021705,-7.876126,11.152263,0.190237,1.008062,1.007999,A01
43.330807,-1.171084,-25.65774,-34.887314,-61.716137,0.089604,44.272429,80.580148,1.374678,28.457814,38.81421,0.299339,6.653753,8.976645,1.86664,59.721198,2.514117,0,0,0.5,0.02281,0.00417,-0.002895,-11529.907359,-237507.973621,-325274.979609,-574312.863398,0.574645,-1.567102,-30.10825,10.832741,3637.036788,-18.398918,-0.977063,0.29027,1.793625,222.382026,416.317807,0.01506,-3.588654,5.173221,0.194374,1.008692,1.008605,A01
43.607534,-13.356002,-8.800567,-35.277602,-57.434171,28.194139,193.548672,309.650218,25.280626,42.677275,57.414012,5.309815,13.912177,17.596881,-21.95862,-188.450173,60.102197,0,1,0.5,0.016599,-0.299553,-0.061359,-93102.855389,-21733.822361,-359118.512948,-473955.197665,1.663069,-7.553391,-2.558,20535.881733,28.063641,-11.084212,-4.598651,0.962953,38.547289,0.592157,574.596789,-1.58857,-0.183169,3.6299,0.60157,1.008064,1.008,A01
44.169072,-13.220806,-0.830755,-41.810044,-55.861604,13.513348,8.510518,145.635805,22.129798,13.5652,52.162736,3.676051,2.917279,12.067966,-8.06164,-9.006872,29.133674,0,1,0.5,0.017019,-9.139597,-0.006745,-96704.776999,-16492.636327,-358555.174593,-471752.593741,1.049893,6.476112,-3.238848,61646.579743,42.61677,-1.656752,-8.965682,0.978611,32.971144,0.462668,503.558976,-1.819004,-0.022487,4.538269,0.609658,1.008064,1.008,A01
43.133352,-11.533012,-1.818459,-41.498445,-54.849916,7.083498,0.939664,110.05018,13.094029,2.819868,46.274999,2.661484,0.969363,10.49048,1.31976,7.27246,26.933181,0,2,0.5,0.019509,-0.014628,-0.006795,-102980.304621,-18518.156748,-382366.660081,-503865.125266,0.535864,-435.057235,-3.623299,14688998.08111,52.63937,-1.11435,-8.302372,0.984783,46.415062,2.447494,613.933801,-0.832728,0.004228,2.316821,0.612402,1.00862,1.008545,A01
44.35728,-14.430877,-9.705325,-32.835941,-56.972143,48.763529,307.693856,358.252956,30.466943,47.266937,51.297454,6.983089,17.541205,18.927571,-2.585696,-278.994784,60.87425,0,0.5,1,0.005153,-0.334475,-0.011122,-101353.599684,-23542.807404,-356126.979452,-481023.394606,1.724547,8.882368,-2.514592,7707.80961,26.733555,-12.22265,135.344115,0.869163,39.588236,10.139275,512.688814,-2.393439,-0.046839,-10.026802,0.586347,1.008065,1.008,A01
44.438153,-14.782369,0.109641,-40.694189,-55.366918,27.333041,36.310008,164.228968,28.537412,22.457565,50.619255,5.228101,6.025779,12.815185,12.611414,-55.143626,19.705379,0,0.5,0,0.010418,29.810042,0.002408,-101193.18791,-24291.657988,-356231.749099,-481716.602134,1.237293,-8.672197,-2.955407,58834.417495,35.830836,-2.099513,-12.5772,0.884839,38.277799,9.03403,491.607352,-2.697791,0.023761,-12.931027,0.595068,1.008064,1.008,A01
44.025114,-12.471366,2.785653,-42.113463,-51.799177,6.430551,0.597342,86.84019,13.502234,4.304695,45.516039,2.535853,0.772879,9.318808,-1.705506,-6.790712,22.902414,0,0.5,0,0.009013,1.174122,0.002327,-110288.89532,-26084.34185,-386324.727387,-522697.969118,0.539885,15.997502,-3.467174,1032.624535,48.477057,1.841477,-8.377276,0.885809,64.647933,3.837282,719.688428,-1.336725,0.067179,-6.739924,0.597105,1.008772,1.008696,A01
43.106932,-12.16159,-5.038234,-40.213019,-57.412843,18.132419,17.723909,165.318888,19.585506,17.985965,46.121459,4.258218,4.209977,12.857639,-5.884148,-33.673963,46.106229,0.5,0,0,-0.013732,0.178495,0.007336,-99185.110087,-26089.00767,-357465.160145,-482739.284954,0.872827,-11.669296,-2.571138,569.228251,240.239753,-6.484299,-8.652747,1.168638,47.684255,1.467875,536.605832,2.092461,-0.127843,-4.261544,0.72892,1.008064,1.008,A01
43.135137,-11.568206,-2.975158,-41.440468,-55.983832,9.093786,0.712384,112.771701,13.032229,3.45555,45.479076,3.01559,0.844028,10.619402,2.470213,8.813198,31.84273,0.5,2,0,-0.014436,-0.009277,0.007119,-98079.992279,-26363.284508,-357607.902337,-482051.182771,0.488381,24.824539,-3.850825,231410.170604,61.336558,-2.038073,-8.395627,1.186244,42.017929,0.702373,506.27023,2.23937,-0.079134,-4.616191,0.736882,1.008064,1.008,A01
42.890384,-11.367602,-3.032723,-41.239227,-55.639553,8.675176,0.561839,115.557463,12.867661,3.362125,45.516096,2.945365,0.749559,10.749766,2.192326,8.006494,31.650664,0.5,0,0,-0.014691,0.021697,0.007153,-105620.201599,-28109.975574,-388249.388408,-521979.569698,0.519021,-14.001479,-3.679784,786.12464,54.190862,-2.070073,-8.036603,1.208264,49.042036,4.546665,664.653827,0.97589,-0.022997,-1.999754,0.749875,1.008772,1.008695,A01
42.530456,3.443438,13.64738,-38.886816,-21.795997,21.77297,24.964967,185.330048,20.908674,17.05305,45.711993,4.666152,4.996495,13.613598,-16.575793,-67.422492,45.977932,0,1.5,0,6.137775,1.204833,0.0009,-1864.79509,-114986.52668,-349413.428597,-466264.750932,0.968638,2.730897,32.410856,1878.232589,5400.161525,9.417478,6.640267,0.912311,1.465527,59.650314,501.979366,-0.037643,5.208918,-32.856561,0.575612,1.00806,1.007999,A01
42.675469,1.102876,14.055299,-40.256166,-25.097991,0.584832,11.807221,106.682689,2.143745,16.516144,44.805657,0.764743,3.436164,10.328731,0.713189,-34.626505,-0.5782,0,0.5,0,1.970385,1.169818,0.000869,-254.16144,-111640.167924,-350287.814955,-462182.146147,0.559677,2.915633,167.380038,34.775204,220310.060377,10.664489,1.001441,0.920659,0.811881,49.659482,495.323953,0.014511,6.128138,-37.907066,0.579906,1.008064,1.008,A01
42.356391,0.70399,13.624202,-40.078945,-25.750753,0.470914,13.402815,110.558831,2.018382,16.493178,44.888105,0.686232,3.660986,10.514696,0.87567,-37.479779,-0.949922,0,0.5,0,2.908737,1.205148,0.000873,-796.827918,-120425.209707,-383977.329107,-505199.368381,0.575703,3.034053,284.647338,37.602514,487541.710806,9.292205,0.566598,0.939336,0.877049,59.222421,604.491028,0.027873,2.526899,-15.72713,0.588853,1.008848,1.008772,A01
45.290077,-3.125915,15.501551,-42.373043,-29.997407,0.714017,11.512644,62.146288,5.297862,20.433885,44.634126,0.844995,3.393029,7.883292,-1.052711,-18.962894,4.321095,0.5,0,0,-0.03519,1.319796,0.007174,-27909.449092,-112557.064408,-350016.161781,-490482.675948,0.692553,2.878356,-13.817756,35.260872,779.625198,11.049828,-1.391758,1.051707,3.138696,47.387886,458.98945,0.92789,-20.329918,-4.732506,0.638629,1.008064,1.00799,A01
42.863784,-3.11836,13.597937,-40.513731,-30.034153,0.964374,9.883953,105.921493,4.039756,15.482719,44.614343,0.982025,3.143875,10.291817,-2.657494,-30.874866,9.737814,0.5,0,0,-0.035275,1.140446,0.007504,-30692.132377,-115570.608627,-349076.260865,-495339.003393,0.525274,3.041505,-14.231543,39.072029,833.885506,10.307794,-2.322179,1.008582,4.342421,52.151701,471.406075,0.954102,-18.093302,-4.396414,0.596032,1.008053,1.007985,A01
42.273426,-3.259958,12.965339,-40.101589,-30.396207,0.82251,11.566213,116.18112,4.119489,14.850449,44.54034,0.906923,3.400914,10.778735,-3.055284,-36.470167,9.615779,0.5,0,0,-0.033743,1.147324,0.007581,-35702.051392,-132707.385397,-398636.796995,-567046.235271,0.565952,3.163432,-12.251793,42.360679,601.515658,8.572377,-2.260694,0.995407,4.692489,65.329243,587.075668,0.350816,-6.281822,-1.557283,0.593557,1.009259,1.009174,A01
44.35879,-2.097324,16.388299,-41.143653,-26.852677,0.623911,9.041472,62.093684,3.445278,17.791243,40.878091,0.789881,3.006904,7.879955,-0.711057,-21.741017,2.932387,0,0,0,0.044819,1.189583,0.084679,-23885.018685,-128779.334867,-344770.008736,-497434.3756,0.621096,2.615752,-23.515912,27.589179,2402.649171,12.036523,-1.585447,0.965862,2.338794,35.273404,277.964247,-0.696999,-0.31377,-0.392443,0.595477,1.008064,1.008,A01
42.883213,-2.34984,15.362321,-39.953578,-26.941096,0.559433,15.429293,98.397897,3.062879,19.099287,43.427004,0.747953,3.928014,9.919571,-2.286833,-37.328128,6.601406,0,0,0,0.004809,1.26749,0.02115,-23631.939169,-125846.974993,-345876.313316,-495355.235588,0.553677,2.708407,-18.20897,29.558522,1385.462739,11.603591,-1.791042,0.884339,1.980012,38.473454,335.26307,-0.847526,-0.274888,-0.364675,0.587647,1.008064,1.008,A01
42.391421,-2.434886,15.281685,-39.450668,-26.603869,0.631238,17.06298,108.405149,3.027155,18.614801,43.383937,0.794505,4.130736,10.411779,-2.530312,-41.325598,7.555933,0,0,0,0.019303,1.238247,0.022509,-26363.058198,-141730.505601,-388104.674745,-556198.247367,0.598126,2.712575,-16.677655,29.676041,1144.572155,10.293515,-1.692087,0.694769,2.763935,83.337511,612.850564,-0.310209,-0.08985,-0.125413,0.472284,1.00909,1.009009,A01
